enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed
1207,David Garcia,city_114,male,no_enrollment,high school,stem,Has relevent experience,13,100-500,pvt ltd,>4,118,0.0
16707,Sarah Smith,city_83,male,no_enrollment,graduate,stem,Has relevent experience,12,unknown,unknown,1,17,0.0
23750,Laura Garcia,city_75,other,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,64,0.0
17890,Sarah Johnson,city_114,male,no_enrollment,graduate,stem,Has relevent experience,5,10000+,unknown,1,50,0.0
18636,John Miller,city_11,male,no_enrollment,masters,stem,Has relevent experience,17,1000-4999,public sector,>4,107,0.0
20704,Mike Davis,city_21,other,no_enrollment,graduate,stem,Has relevent experience,6,10/49,unknown,never,26,0.0
14506,Alex Miller,city_64,other,full time course,graduate,stem,No relevent experience,5,unknown,unknown,1,38,1.0
14386,Emily Williams,city_21,female,full time course,graduate,stem,No relevent experience,4,unknown,unknown,never,102,1.0
19041,Sarah Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,pvt ltd,1,22,0.0
9870,John Johnson,city_103,female,no_enrollment,graduate,stem,Has relevent experience,4,unknown,public sector,2,142,0.0
6068,John Johnson,city_73,other,full time course,graduate,stem,Has relevent experience,4,50-99,unknown,1,49,0.0
8242,David Martinez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,9,500-999,pvt ltd,4,144,1.0
15458,Alex Smith,city_149,other,part time course,primary school,stem,No relevent experience,2,unknown,unknown,never,20,1.0
4109,John Smith,city_133,male,no_enrollment,graduate,stem,Has relevent experience,12,50-99,pvt ltd,1,30,0.0
5915,David Martinez,city_16,male,full time course,graduate,stem,Has relevent experience,17,100-500,pvt ltd,>4,26,0.0
28076,Jane Johnson,city_103,female,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,1,64,1.0
8449,John Davis,city_67,male,no_enrollment,masters,stem,Has relevent experience,7,100-500,pvt ltd,2,8,0.0
9931,Alex Garcia,city_103,other,no_enrollment,graduate,humanities,Has relevent experience,>20,1000-4999,public sector,>4,234,0.0
21205,Jane Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,1,43,1.0
18845,Katie Smith,city_136,male,no_enrollment,masters,stem,Has relevent experience,10,50-99,funded startup,3,40,0.0
6248,Chris Hernandez,city_53,other,no_enrollment,graduate,stem,Has relevent experience,10,1000-4999,pvt ltd,>4,242,0.0
598,Katie Johnson,city_33,other,part time course,masters,stem,Has relevent experience,6,unknown,unknown,1,18,1.0
21400,Katie Jones,city_75,male,no_enrollment,graduate,business degree,Has relevent experience,>20,unknown,unknown,>4,28,0.0
18984,Chris Miller,city_90,male,no_enrollment,graduate,stem,Has relevent experience,10,<10,pvt ltd,1,8,0.0
1380,Katie Smith,city_97,male,no_enrollment,masters,stem,Has relevent experience,9,unknown,unknown,1,34,0.0
28982,Emily Johnson,city_75,male,no_enrollment,graduate,stem,Has relevent experience,16,10000+,pvt ltd,3,28,0.0
18640,John Jones,city_21,male,full time course,graduate,stem,Has relevent experience,5,500-999,pvt ltd,4,12,1.0
11428,Emily Johnson,city_173,male,no_enrollment,masters,stem,Has relevent experience,15,unknown,unknown,1,322,0.0
33336,Laura Hernandez,city_103,male,part time course,graduate,stem,No relevent experience,3,unknown,unknown,1,43,0.0
12084,Chris Jones,city_28,male,full time course,high school,stem,No relevent experience,2,10000+,unknown,never,204,0.0
8705,Mike Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,500-999,public sector,3,52,1.0
12044,Chris Brown,city_71,other,no_enrollment,masters,stem,Has relevent experience,12,unknown,unknown,>4,19,1.0
12160,Chris Miller,city_160,female,no_enrollment,graduate,stem,Has relevent experience,4,unknown,unknown,1,11,0.0
5003,Chris Johnson,city_160,male,no_enrollment,graduate,stem,Has relevent experience,>20,500-999,pvt ltd,>4,9,0.0
19492,David Miller,city_21,female,full time course,graduate,stem,No relevent experience,7,unknown,unknown,never,33,1.0
22114,Katie Brown,city_37,male,full time course,graduate,stem,Has relevent experience,14,unknown,unknown,1,100,0.0
2711,Jane Davis,city_57,male,full time course,graduate,stem,Has relevent experience,8,<10,pvt ltd,2,288,0.0
717,Alex Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,pvt ltd,>4,41,1.0
25152,Laura Brown,city_123,male,full time course,graduate,stem,Has relevent experience,12,unknown,unknown,4,91,1.0
12464,Mike Williams,city_67,other,full time course,graduate,stem,Has relevent experience,9,<10,early stage startup,1,24,0.0
10974,Katie Davis,city_103,male,no_enrollment,graduate,arts,Has relevent experience,10,unknown,unknown,2,8,0.0
22798,Sarah Williams,city_114,other,no_enrollment,masters,stem,Has relevent experience,11,50-99,pvt ltd,1,91,0.0
4904,Sarah Martinez,city_104,male,no_enrollment,high school,stem,No relevent experience,>20,50-99,unknown,1,15,0.0
9194,John Garcia,city_21,other,no_enrollment,graduate,stem,Has relevent experience,7,10000+,pvt ltd,1,123,0.0
20896,Emily Williams,city_136,male,no_enrollment,masters,stem,Has relevent experience,5,50-99,pvt ltd,1,84,0.0
31288,John Miller,city_84,male,no_enrollment,graduate,stem,Has relevent experience,10,100-500,pvt ltd,>4,15,0.0
31731,Alex Hernandez,city_100,male,full time course,high school,stem,No relevent experience,7,unknown,unknown,1,12,0.0
17722,Mike Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,19,1000-4999,pvt ltd,>4,57,0.0
17142,David Miller,city_160,female,full time course,high school,stem,No relevent experience,9,unknown,unknown,1,105,1.0
9037,Alex Hernandez,city_45,male,full time course,graduate,stem,Has relevent experience,6,50-99,pvt ltd,1,48,0.0
21597,Alex Garcia,city_157,male,no_enrollment,masters,no major,Has relevent experience,9,unknown,unknown,1,50,0.0
14142,Mike Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,3,50-99,pvt ltd,>4,7,0.0
2202,David Hernandez,city_24,male,no_enrollment,masters,stem,Has relevent experience,14,1000-4999,pvt ltd,>4,29,1.0
716,Katie Davis,city_75,male,no_enrollment,phd,stem,Has relevent experience,>20,10/49,pvt ltd,>4,122,0.0
19435,Alex Miller,city_21,other,no_enrollment,graduate,stem,Has relevent experience,2,10/49,public sector,1,36,1.0
14082,Jane Martinez,city_103,male,no_enrollment,primary school,stem,No relevent experience,3,unknown,unknown,never,73,0.0
14188,Sarah Williams,city_7,male,no_enrollment,masters,stem,Has relevent experience,11,10000+,pvt ltd,>4,110,0.0
22111,Jane Johnson,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,>4,130,0.0
12686,Mike Williams,city_61,male,no_enrollment,graduate,stem,Has relevent experience,12,10/49,pvt ltd,1,58,0.0
22344,John Davis,city_21,male,full time course,high school,stem,No relevent experience,<1,unknown,unknown,never,61,1.0
7039,David Johnson,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,2,79,0.0
9036,David Jones,city_21,male,full time course,phd,stem,Has relevent experience,4,10/49,ngo,2,17,0.0
32184,Jane Williams,city_136,male,part time course,graduate,stem,Has relevent experience,3,<10,pvt ltd,1,29,0.0
8077,David Johnson,city_67,male,no_enrollment,high school,stem,Has relevent experience,5,50-99,pvt ltd,3,57,0.0
2121,Emily Johnson,city_36,male,no_enrollment,masters,stem,Has relevent experience,12,10000+,pvt ltd,1,42,0.0
17261,Chris Williams,city_16,male,no_enrollment,masters,stem,Has relevent experience,8,1000-4999,pvt ltd,1,14,0.0
9390,Mike Hernandez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,4,50-99,pvt ltd,1,89,1.0
30223,David Garcia,city_83,other,no_enrollment,graduate,stem,Has relevent experience,5,10000+,pvt ltd,2,17,0.0
26696,Laura Williams,city_21,male,no_enrollment,masters,stem,Has relevent experience,6,50-99,pvt ltd,>4,23,0.0
4308,Emily Davis,city_160,male,full time course,graduate,stem,No relevent experience,6,10000+,pvt ltd,1,25,0.0
2502,Alex Johnson,city_21,male,full time course,masters,stem,Has relevent experience,7,100-500,pvt ltd,1,154,0.0
14359,Alex Miller,city_74,other,full time course,graduate,stem,No relevent experience,4,<10,public sector,1,135,0.0
25738,Alex Jones,city_114,male,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,3,11,1.0
28120,Katie Williams,city_16,other,no_enrollment,high school,stem,Has relevent experience,19,100-500,pvt ltd,2,20,0.0
29818,John Garcia,city_103,male,no_enrollment,masters,humanities,Has relevent experience,1,unknown,unknown,never,48,1.0
12955,Alex Smith,city_103,other,no_enrollment,high school,stem,No relevent experience,2,unknown,unknown,never,91,0.0
30074,Alex Miller,city_46,male,full time course,high school,stem,No relevent experience,8,unknown,unknown,1,36,0.0
18763,Mike Brown,city_57,male,no_enrollment,graduate,stem,Has relevent experience,13,unknown,unknown,1,46,1.0
26851,Katie Miller,city_103,male,no_enrollment,masters,stem,Has relevent experience,12,10000+,pvt ltd,2,36,0.0
18467,Laura Williams,city_40,female,no_enrollment,masters,stem,Has relevent experience,15,1000-4999,pvt ltd,2,25,0.0
28114,Laura Hernandez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,10,5000-9999,pvt ltd,1,40,0.0
13886,Katie Martinez,city_160,male,no_enrollment,graduate,humanities,Has relevent experience,3,10/49,early stage startup,1,30,0.0
5844,John Garcia,city_91,female,full time course,graduate,stem,Has relevent experience,10,10/49,unknown,1,64,0.0
29850,John Davis,city_64,male,no_enrollment,graduate,stem,Has relevent experience,12,500-999,pvt ltd,2,15,1.0
18399,Laura Hernandez,city_64,male,no_enrollment,graduate,stem,Has relevent experience,8,10/49,pvt ltd,1,96,0.0
29679,David Smith,city_136,male,no_enrollment,masters,stem,Has relevent experience,5,<10,pvt ltd,1,76,0.0
17381,David Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,<10,funded startup,1,39,0.0
32405,Sarah Williams,city_103,male,full time course,graduate,other,No relevent experience,2,unknown,unknown,1,72,0.0
11931,Emily Martinez,city_103,other,part time course,graduate,stem,No relevent experience,3,unknown,unknown,never,112,0.0
25458,Sarah Davis,city_83,male,full time course,high school,stem,No relevent experience,1,<10,funded startup,1,105,0.0
28525,Jane Johnson,city_114,male,no_enrollment,graduate,stem,Has relevent experience,17,5000-9999,pvt ltd,>4,3,0.0
15100,Alex Williams,city_103,other,part time course,graduate,stem,Has relevent experience,7,5000-9999,public sector,4,110,0.0
21448,John Garcia,city_21,male,no_enrollment,graduate,stem,Has relevent experience,7,unknown,unknown,never,84,1.0
929,Jane Jones,city_138,female,no_enrollment,masters,stem,No relevent experience,6,500-999,funded startup,1,22,0.0
28154,Mike Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,16,10000+,public sector,>4,17,0.0
21412,Katie Martinez,city_61,male,no_enrollment,graduate,humanities,Has relevent experience,>20,unknown,unknown,never,42,0.0
27505,Sarah Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,7,50-99,pvt ltd,2,100,0.0
1225,Mike Garcia,city_10,male,no_enrollment,high school,stem,No relevent experience,7,unknown,unknown,4,32,0.0
29121,Sarah Brown,city_72,male,no_enrollment,high school,stem,Has relevent experience,5,1000-4999,pvt ltd,1,49,0.0
10751,Sarah Williams,city_118,male,no_enrollment,graduate,stem,Has relevent experience,8,unknown,unknown,1,324,0.0
32884,Laura Smith,city_19,male,full time course,graduate,stem,No relevent experience,<1,unknown,unknown,1,21,1.0
9576,Mike Martinez,city_145,other,no_enrollment,graduate,stem,Has relevent experience,2,unknown,unknown,1,29,0.0
4826,Laura Brown,city_114,male,no_enrollment,phd,stem,Has relevent experience,>20,50-99,pvt ltd,>4,25,0.0
9133,Emily Jones,city_67,male,part time course,high school,stem,No relevent experience,4,50-99,pvt ltd,2,96,0.0
23649,Jane Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,6,10000+,pvt ltd,2,13,0.0
26485,Sarah Brown,city_103,other,no_enrollment,primary school,stem,No relevent experience,6,unknown,unknown,1,34,0.0
1728,Laura Davis,city_16,male,full time course,high school,stem,No relevent experience,5,unknown,unknown,1,44,0.0
3735,Katie Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,<10,pvt ltd,>4,36,0.0
30480,Jane Smith,city_136,other,part time course,graduate,stem,No relevent experience,1,50-99,funded startup,1,45,1.0
32291,Laura Garcia,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,pvt ltd,4,50,0.0
31821,Sarah Miller,city_21,male,no_enrollment,graduate,stem,Has relevent experience,4,50-99,pvt ltd,1,21,0.0
6477,Mike Brown,city_99,other,no_enrollment,graduate,stem,Has relevent experience,20,<10,pvt ltd,3,41,0.0
4163,Jane Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,>4,83,0.0
10373,Mike Williams,city_73,male,full time course,high school,stem,No relevent experience,4,unknown,unknown,4,43,1.0
24602,Mike Miller,city_103,female,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,ngo,1,17,0.0
4058,Laura Miller,city_103,male,no_enrollment,graduate,stem,No relevent experience,>20,unknown,unknown,1,32,1.0
6828,David Williams,city_21,male,full time course,masters,stem,Has relevent experience,9,50-99,pvt ltd,1,60,1.0
30154,David Davis,city_117,other,full time course,high school,stem,No relevent experience,1,unknown,unknown,1,67,0.0
15519,Mike Johnson,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,15,0.0
11714,Alex Miller,city_100,other,full time course,graduate,stem,No relevent experience,6,unknown,unknown,never,42,1.0
11303,Sarah Garcia,city_114,male,no_enrollment,masters,stem,Has relevent experience,20,1000-4999,pvt ltd,>4,54,0.0
17594,Chris Smith,city_16,male,no_enrollment,graduate,stem,No relevent experience,4,50-99,public sector,1,36,0.0
22633,Katie Williams,city_21,other,no_enrollment,masters,stem,Has relevent experience,6,unknown,unknown,1,22,0.0
8973,David Johnson,city_21,other,full time course,graduate,stem,No relevent experience,4,unknown,unknown,never,25,1.0
7907,Katie Garcia,city_21,other,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,funded startup,1,27,0.0
14467,Laura Smith,city_21,male,full time course,graduate,stem,Has relevent experience,5,50-99,unknown,1,47,1.0
12175,Alex Miller,city_61,male,full time course,graduate,stem,No relevent experience,1,unknown,unknown,never,30,1.0
32361,David Miller,city_41,male,no_enrollment,masters,stem,Has relevent experience,15,1000-4999,unknown,1,83,0.0
20355,Emily Hernandez,city_21,other,no_enrollment,graduate,stem,Has relevent experience,11,100-500,pvt ltd,2,106,1.0
2341,Emily Hernandez,city_83,male,part time course,high school,stem,Has relevent experience,1,50-99,pvt ltd,1,190,0.0
4246,David Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,16,50-99,funded startup,2,7,0.0
13691,Katie Jones,city_30,male,no_enrollment,graduate,stem,Has relevent experience,>20,<10,pvt ltd,1,26,0.0
26702,John Johnson,city_114,other,no_enrollment,graduate,stem,Has relevent experience,16,100-500,funded startup,1,86,0.0
16070,Laura Williams,city_114,male,no_enrollment,high school,stem,Has relevent experience,19,50-99,pvt ltd,>4,163,0.0
4396,Jane Davis,city_160,male,no_enrollment,masters,stem,Has relevent experience,>20,10000+,pvt ltd,1,256,0.0
3179,Emily Johnson,city_73,female,full time course,masters,stem,Has relevent experience,15,100-500,unknown,2,32,0.0
23361,Katie Martinez,city_23,male,part time course,graduate,stem,Has relevent experience,18,100-500,pvt ltd,>4,7,0.0
659,Katie Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,1,178,1.0
3570,Jane Jones,city_114,male,no_enrollment,graduate,stem,Has relevent experience,14,500-999,pvt ltd,1,28,0.0
13618,Mike Garcia,city_21,male,part time course,graduate,stem,Has relevent experience,3,10/49,pvt ltd,1,198,0.0
24326,John Miller,city_138,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,pvt ltd,>4,24,0.0
1720,Emily Garcia,city_115,male,full time course,graduate,stem,No relevent experience,1,100-500,ngo,1,35,0.0
23611,Sarah Jones,city_78,male,no_enrollment,graduate,stem,Has relevent experience,7,50-99,pvt ltd,1,74,1.0
23811,Jane Williams,city_114,male,no_enrollment,graduate,business degree,No relevent experience,11,unknown,unknown,1,17,1.0
29177,Mike Johnson,city_114,other,part time course,high school,stem,No relevent experience,2,10/49,public sector,2,13,0.0
19148,Katie Johnson,city_114,male,no_enrollment,masters,stem,Has relevent experience,8,100-500,pvt ltd,1,41,0.0
28918,Sarah Davis,city_160,male,no_enrollment,graduate,stem,Has relevent experience,19,<10,pvt ltd,2,88,0.0
32284,Jane Williams,city_16,male,full time course,high school,stem,No relevent experience,3,unknown,unknown,1,57,0.0
18269,John Brown,city_143,male,no_enrollment,graduate,stem,Has relevent experience,12,50-99,pvt ltd,1,3,0.0
